,Date,predicted_load
746,2017-01-16,6050.088593099821
747,2017-01-17,6137.132096050979
748,2017-01-18,6157.044221167241
749,2017-01-19,6128.090663532779
750,2017-01-20,6082.312753860354
751,2017-01-21,5565.627766144917
752,2017-01-22,5477.857473164394
753,2017-01-23,6086.874959684884
754,2017-01-24,6164.341092205868
755,2017-01-25,6174.638752014477
756,2017-01-26,6136.234964952554
757,2017-01-27,6081.360339441459
758,2017-01-28,5556.104523470273
759,2017-01-29,5460.44049684982
760,2017-01-30,6062.367817597562
761,2017-01-31,6133.646308667338
762,2017-02-01,6138.728355144374
763,2017-02-02,6096.119983324971
764,2017-02-03,6038.060145088449
765,2017-02-04,5510.61690403889
766,2017-02-05,5413.713300202828
767,2017-02-06,6015.272948888858
768,2017-02-07,6086.9567750827155
769,2017-02-08,6093.098949904017
770,2017-02-09,6052.072081535791
771,2017-02-10,5995.970953270705
772,2017-02-11,5470.713366734323
773,2017-02-12,5376.070725138137
774,2017-02-13,5979.818271014092
775,2017-02-14,6053.476243547349
776,2017-02-15,6061.249894710178
777,2017-02-16,6021.398301790314
778,2017-02-17,5965.921169978105
779,2017-02-18,5440.662102565368
780,2017-02-19,5345.340913776709
781,2017-02-20,5947.704860963158
782,2017-02-21,6019.270046531817
783,2017-02-22,6024.260937098762
784,2017-02-23,5980.977968229849
785,2017-02-24,5921.482480408243
786,2017-02-25,5391.69753508025
787,2017-02-26,5291.437273974253
788,2017-02-27,5888.554800574521
789,2017-02-28,5954.6799468397585
790,2017-03-01,5954.154992467564
791,2017-03-02,5905.398428049206
792,2017-03-03,5840.586130180465
793,2017-03-04,5305.748615412047
794,2017-03-05,5200.797146265334
795,2017-03-06,5793.668766942607
796,2017-03-07,5856.061716309798
797,2017-03-08,5852.369353198867
798,2017-03-09,5801.042734512166
799,2017-03-10,5734.271243278576
800,2017-03-11,5198.079941975786
801,2017-03-12,5092.3564119852
802,2017-03-13,5684.997124307521
803,2017-03-14,5747.644737599938
804,2017-03-15,5744.6243899592655
805,2017-03-16,5694.309041381374
806,2017-03-17,5628.803168448585
807,2017-03-18,5094.043381940108
808,2017-03-19,4989.828618047563
